storey,floor area (sqm),flat model,remaining lease (yr),resale price ($),resale registration date,area,lat,lng
38,65,Premium Apartment,94.17,641888,Feb-21,Queenstown,1.2949706,103.811632
23,69,Model A,89.5,580000,Feb-21,Queenstown,1.2945274,103.8110342
35,65,Premium Apartment,94.67,668000,Jan-21,Queenstown,1.2960052,103.8099048
35,65,Premium Apartment,94.25,650000,Jan-21,Queenstown,1.2949706,103.811632
35,70,Model A,90.25,538000,Jan-21,Queenstown,1.3053608,103.7819402
20,76,Improved,51.33,420000,Jan-21,Queenstown,1.2944348,103.7997331
41,65,Premium Apartment,94.67,690000,Dec-20,Queenstown,1.2960052,103.8099048
38,65,Premium Apartment,94.75,700000,Dec-20,Queenstown,1.2960052,103.8099048
23,65,Premium Apartment,94.33,568000,Dec-20,Queenstown,1.2949706,103.811632
36,65,Premium Apartment,94.33,641888,Dec-20,Queenstown,1.2949706,103.811632
36,70,Model A,90.42,530000,Dec-20,Queenstown,1.3053608,103.7819402
23,67,Model A,91.42,598000,Dec-20,Queenstown,1.3083214,103.7857208
17,65,Improved,52.5,360000,Dec-20,Queenstown,1.3071143,103.7954772
23,65,Improved,53.17,405000,Dec-20,Queenstown,1.309007,103.7940607
35,60,Model A,86.67,598000,Dec-20,Queenstown,1.3006381,103.7990313
36,65,Premium Apartment,94.83,675000,Nov-20,Queenstown,1.2960052,103.8099048
29,65,Premium Apartment,94.5,630000,Nov-20,Queenstown,1.2954574,103.8117132
35,65,Premium Apartment,94.5,657000,Nov-20,Queenstown,1.2953335,103.8125242
36,65,Premium Apartment,94.42,660000,Nov-20,Queenstown,1.2953335,103.8125242
38,65,Premium Apartment,94.5,655000,Nov-20,Queenstown,1.2950626,103.8111407
35,69,Model A,90.42,530000,Nov-20,Queenstown,1.3053608,103.7819402
26,63,Model A,92.42,620000,Oct-21,Queenstown,1.296245,103.799522
44,65,Premium Apartment,93.92,706000,Oct-21,Queenstown,1.2960052,103.8099048
38,65,Premium Apartment,93.58,690000,Oct-21,Queenstown,1.2949706,103.811632
41,69,Model A,89.5,568000,Oct-21,Queenstown,1.3058533,103.7821896
29,67,Model A,90.58,648000,Oct-21,Queenstown,1.3083214,103.7857208
20,73,Improved,52.33,480000,Oct-21,Queenstown,1.3095086,103.7945718
20,73,Improved,51.67,421000,Oct-21,Queenstown,1.3071143,103.7954772
38,67,Model A,90,688000,Oct-21,Queenstown,1.3110337,103.7916988
26,63,Model A,92.42,600000,Sep-21,Queenstown,1.301254,103.7971808
36,65,Premium Apartment,94,680000,Sep-21,Queenstown,1.2960052,103.8099048
17,65,Improved,51.75,445000,Sep-21,Queenstown,1.3074653,103.794866
17,73,Improved,51.75,445000,Sep-21,Queenstown,1.3079724,103.7957715
23,65,Improved,51.67,410000,Sep-21,Queenstown,1.3071143,103.7954772
20,65,Improved,52.5,425000,Sep-21,Queenstown,1.309007,103.7940607
17,67,Improved,47.42,320000,Sep-21,Queenstown,1.2935996,103.8035009
17,72,Improved,47.83,390000,Sep-21,Queenstown,1.2921971,103.8042835
20,72,Improved,47.92,422000,Sep-21,Queenstown,1.2914703,103.8034685
17,65,Improved,50.75,368000,Sep-21,Queenstown,1.2944348,103.7997331
36,65,Premium Apartment,93.75,628888,Aug-21,Queenstown,1.2953335,103.8125242
23,65,Premium Apartment,93.75,640000,Aug-21,Queenstown,1.2950626,103.8111407
17,65,Improved,51.75,448000,Aug-21,Queenstown,1.3079724,103.7957715
17,65,Improved,52.5,415000,Aug-21,Queenstown,1.3093758,103.7934172
38,67,Model A,90.17,738000,Aug-21,Queenstown,1.3110337,103.7916988
36,60,Model A,86,570000,Aug-21,Queenstown,1.3006381,103.7990313
17,63,Model A,92.67,610000,Jul-21,Queenstown,1.296245,103.799522
36,65,Premium Apartment,94.17,648500,Jul-21,Queenstown,1.2960052,103.8099048
29,65,Premium Apartment,94.08,700000,Jul-21,Queenstown,1.2960052,103.8099048
23,70,Model A,89.67,500000,Jul-21,Queenstown,1.3058533,103.7821896
17,65,Improved,51.92,330000,Jul-21,Queenstown,1.3079724,103.7957715
17,65,Improved,51.92,400000,Jul-21,Queenstown,1.3071143,103.7954772
17,65,Improved,52.58,368000,Jul-21,Queenstown,1.309007,103.7940607
29,60,Model A,86.17,568000,Jul-21,Queenstown,1.3012974,103.7989931
20,63,Model A,92.75,580000,Jun-21,Queenstown,1.301254,103.7971808
20,63,Model A,92.75,580000,Jun-21,Queenstown,1.3017618,103.7971954
26,65,Premium Apartment,94.25,630000,Jun-21,Queenstown,1.2960052,103.8099048
20,65,Premium Apartment,94.25,645000,Jun-21,Queenstown,1.2960052,103.8099048
23,65,Premium Apartment,94.25,650000,Jun-21,Queenstown,1.2960052,103.8099048
36,65,Premium Apartment,94.25,660000,Jun-21,Queenstown,1.2960052,103.8099048
38,69,Model A,89.83,540000,Jun-21,Queenstown,1.3053608,103.7819402
17,65,Improved,52,335000,Jun-21,Queenstown,1.3074653,103.794866
20,73,Improved,52,448888,Jun-21,Queenstown,1.3074653,103.794866
17,67,Improved,47.67,320000,Jun-21,Queenstown,1.2935996,103.8035009
17,70,Model A,89.25,580000,Jun-21,Queenstown,1.2942509,103.8122177
36,65,Premium Apartment,94.33,646000,May-21,Queenstown,1.2960052,103.8099048
36,65,Premium Apartment,94.33,660000,May-21,Queenstown,1.2960052,103.8099048
26,67,Model A,91,600888,May-21,Queenstown,1.3083214,103.7857208
26,67,Model A,91,613888,May-21,Queenstown,1.3083214,103.7857208
17,59,Improved,52.08,363000,May-21,Queenstown,1.306882,103.7945038
20,73,Improved,52.67,455000,May-21,Queenstown,1.309007,103.7940607
17,76,Improved,51,418000,May-21,Queenstown,1.2944348,103.7997331
17,70,Improved,48.17,338000,May-21,Queenstown,1.2904595,103.8031098
17,69,Model A,89.33,580000,May-21,Queenstown,1.2945274,103.8110342
20,63,Model A,92.83,600000,Apr-21,Queenstown,1.3015032,103.7971066
29,65,Premium Apartment,94.42,650000,Apr-21,Queenstown,1.2960052,103.8099048
17,65,Premium Apartment,94.33,650000,Apr-21,Queenstown,1.2960052,103.8099048
17,65,Premium Apartment,94.42,690000,Apr-21,Queenstown,1.2960052,103.8099048
20,73,Improved,52.25,455000,Apr-21,Queenstown,1.3074653,103.794866
26,60,Model A,86.33,490000,Apr-21,Queenstown,1.3006381,103.7990313
23,65,Premium Apartment,94.5,575000,Mar-21,Queenstown,1.2960052,103.8099048
17,65,Premium Apartment,94.42,649000,Mar-21,Queenstown,1.2960052,103.8099048
44,65,Premium Apartment,94.5,670000,Mar-21,Queenstown,1.2960052,103.8099048
26,65,Premium Apartment,94.25,635000,Mar-21,Queenstown,1.2949706,103.811632
29,65,Premium Apartment,94.17,650000,Mar-21,Queenstown,1.2949706,103.811632
17,69,Model A,90,520000,Mar-21,Queenstown,1.3053608,103.7819402
20,65,Improved,52.17,435000,Mar-21,Queenstown,1.3092152,103.7959526
23,59,Improved,52.17,345000,Mar-21,Queenstown,1.306882,103.7945038
36,65,Premium Apartment,94.58,646000,Feb-21,Queenstown,1.2960052,103.8099048
26,65,Premium Apartment,94.5,646888,Feb-21,Queenstown,1.2960052,103.8099048
41,65,Premium Apartment,94.58,690000,Feb-21,Queenstown,1.2960052,103.8099048
47,65,Premium Apartment,94.58,697000,Feb-21,Queenstown,1.2960052,103.8099048
38,65,Premium Apartment,94.17,641888,Feb-21,Queenstown,1.2949706,103.811632
23,69,Model A,89.5,580000,Feb-21,Queenstown,1.2945274,103.8110342
35,65,Premium Apartment,94.67,668000,Jan-21,Queenstown,1.2960052,103.8099048
35,65,Premium Apartment,94.25,650000,Jan-21,Queenstown,1.2949706,103.811632
35,70,Model A,90.25,538000,Jan-21,Queenstown,1.3053608,103.7819402
20,76,Improved,51.33,420000,Jan-21,Queenstown,1.2944348,103.7997331
41,65,Premium Apartment,94.67,690000,Dec-20,Queenstown,1.2960052,103.8099048
38,65,Premium Apartment,94.75,700000,Dec-20,Queenstown,1.2960052,103.8099048
23,65,Premium Apartment,94.33,568000,Dec-20,Queenstown,1.2949706,103.811632
36,65,Premium Apartment,94.33,641888,Dec-20,Queenstown,1.2949706,103.811632
36,70,Model A,90.42,530000,Dec-20,Queenstown,1.3053608,103.7819402
23,67,Model A,91.42,598000,Dec-20,Queenstown,1.3083214,103.7857208
17,65,Improved,52.5,360000,Dec-20,Queenstown,1.3071143,103.7954772
23,65,Improved,53.17,405000,Dec-20,Queenstown,1.309007,103.7940607
35,60,Model A,86.67,598000,Dec-20,Queenstown,1.3006381,103.7990313
36,65,Premium Apartment,94.83,675000,Nov-20,Queenstown,1.2960052,103.8099048
29,65,Premium Apartment,94.5,630000,Nov-20,Queenstown,1.2954574,103.8117132
35,65,Premium Apartment,94.5,657000,Nov-20,Queenstown,1.2953335,103.8125242
36,65,Premium Apartment,94.42,660000,Nov-20,Queenstown,1.2953335,103.8125242
38,65,Premium Apartment,94.5,655000,Nov-20,Queenstown,1.2950626,103.8111407
35,69,Model A,90.42,530000,Nov-20,Queenstown,1.3053608,103.7819402
17,67,Improved,47.33,338000,Oct-21,Toa Payoh,1.3379959,103.8444058
20,77,Improved,48.33,340000,Oct-21,Toa Payoh,1.3363898,103.8563633
17,74,Model A,61.75,438000,Oct-21,Toa Payoh,1.3332642,103.8661489
17,68,Improved,46.17,270000,May-21,Toa Payoh,1.3377393,103.8508373
17,74,Model A,62.5,420000,May-21,Toa Payoh,1.3343451,103.8692235
20,63,Improved,47.75,295000,Apr-21,Toa Payoh,1.3404772,103.8457645
17,74,Model A,62.5,450000,Apr-21,Toa Payoh,1.3332085,103.8683714
17,68,Model A,94.92,495000,Apr-21,Toa Payoh,1.3347419,103.8787246
17,68,Improved,49.83,328000,Mar-21,Toa Payoh,1.3363419,103.8483275
17,67,Improved,48.83,300000,Mar-21,Toa Payoh,1.3363898,103.8563633
20,78,Improved,50,310000,Feb-21,Toa Payoh,1.3363688,103.8474016
17,68,Improved,46.5,270000,Jan-21,Toa Payoh,1.3377393,103.8508373
17,67,Improved,49.08,298000,Jan-21,Toa Payoh,1.3363898,103.8563633
17,68,Improved,50.17,300000,Dec-20,Toa Payoh,1.3363302,103.8492944
23,68,Improved,50.17,344888,Dec-20,Toa Payoh,1.3363302,103.8492944
20,67,Improved,49.08,280000,Dec-20,Toa Payoh,1.3363898,103.8563633
17,67,Improved,47.33,338000,Oct-21,Toa Payoh,1.3379959,103.8444058
20,77,Improved,48.33,340000,Oct-21,Toa Payoh,1.3363898,103.8563633
17,74,Model A,61.75,438000,Oct-21,Toa Payoh,1.3332642,103.8661489
17,68,Improved,46.17,270000,May-21,Toa Payoh,1.3377393,103.8508373
17,74,Model A,62.5,420000,May-21,Toa Payoh,1.3343451,103.8692235
20,63,Improved,47.75,295000,Apr-21,Toa Payoh,1.3404772,103.8457645
17,74,Model A,62.5,450000,Apr-21,Toa Payoh,1.3332085,103.8683714
17,68,Model A,94.92,495000,Apr-21,Toa Payoh,1.3347419,103.8787246
17,68,Improved,49.83,328000,Mar-21,Toa Payoh,1.3363419,103.8483275
17,67,Improved,48.83,300000,Mar-21,Toa Payoh,1.3363898,103.8563633
20,78,Improved,50,310000,Feb-21,Toa Payoh,1.3363688,103.8474016
17,68,Improved,46.5,270000,Jan-21,Toa Payoh,1.3377393,103.8508373
17,67,Improved,49.08,298000,Jan-21,Toa Payoh,1.3363898,103.8563633
17,68,Improved,50.17,300000,Dec-20,Toa Payoh,1.3363302,103.8492944
23,68,Improved,50.17,344888,Dec-20,Toa Payoh,1.3363302,103.8492944
20,67,Improved,49.08,280000,Dec-20,Toa Payoh,1.3363898,103.8563633
36,68,Model A,95.17,685000,Oct-21,Whampoa,1.3150044,103.8605316
29,62,Model A,81.75,515000,Oct-21,Whampoa,1.3110963,103.8517432
29,67,Model A,95.17,548888,Oct-21,Whampoa,1.3283047,103.8608039
17,59,Improved,50.83,310000,Oct-21,Whampoa,1.3251101,103.8547549
17,68,Premium Apartment,95.25,647000,Oct-21,Whampoa,1.3203346,103.8598175
35,68,Model A,95.33,688000,Sep-21,Whampoa,1.3150044,103.8605316
29,62,Model A,81.83,555000,Sep-21,Whampoa,1.3110963,103.8517432
17,65,Improved,51.92,320000,Sep-21,Whampoa,1.3234434,103.8690181
29,67,Model A,95.25,540000,Sep-21,Whampoa,1.3273304,103.8604103
29,62,Model A,81.92,550000,Aug-21,Whampoa,1.312127,103.8518016
17,62,Model A,81.83,516000,Aug-21,Whampoa,1.3110963,103.8517432
23,62,Model A,81.92,520000,Aug-21,Whampoa,1.3110963,103.8517432
29,67,Model A,95.33,549888,Aug-21,Whampoa,1.3273304,103.8604103
17,68,Improved,57.25,355000,Jul-21,Whampoa,1.3034881,103.8645209
17,67,Model A,95.42,510000,Jul-21,Whampoa,1.3273304,103.8604103
17,67,Model A,95.42,515000,Jul-21,Whampoa,1.3277272,103.8608929
23,70,Premium Apartment,95.08,615000,Jul-21,Whampoa,1.3131343,103.8698693
29,70,Premium Apartment,95,610000,Jul-21,Whampoa,1.3126024,103.8700432
26,62,Model A,82.08,528000,Jun-21,Whampoa,1.312127,103.8518016
23,62,Model A,82.08,490000,Jun-21,Whampoa,1.3110963,103.8517432
26,67,Model A,95.5,520000,Jun-21,Whampoa,1.3273304,103.8604103
26,67,Model A,95.5,540000,Jun-21,Whampoa,1.3273304,103.8604103
17,70,Premium Apartment,95.17,600000,May-21,Whampoa,1.3126024,103.8700432
17,66,Improved,59.17,310000,May-21,Whampoa,1.3247979,103.8578334
20,62,Model A,82.17,548888,Apr-21,Whampoa,1.312127,103.8518016
17,65,Improved,51.25,270000,Apr-21,Whampoa,1.3252261,103.85426
17,62,Model A,82.33,497000,Mar-21,Whampoa,1.312127,103.8518016
29,62,Model A,82.25,496000,Mar-21,Whampoa,1.3110963,103.8517432
17,76,Improved,52.42,336800,Mar-21,Whampoa,1.322333,103.8700432
23,67,Model A,95.75,528000,Mar-21,Whampoa,1.3273304,103.8604103
17,65,Improved,51.92,250000,Mar-21,Whampoa,1.3244305,103.8582094
26,62,Model A,82.42,505000,Feb-21,Whampoa,1.3110963,103.8517432
23,71,Improved,50,400000,Jan-21,Whampoa,1.3187168,103.8632528
23,62,Model A,82.5,480000,Jan-21,Whampoa,1.3110963,103.8517432
17,68,Improved,57.83,330000,Dec-20,Whampoa,1.2951327,103.8551409
17,60,Improved,56.92,325000,Dec-20,Whampoa,1.3052528,103.8629195
17,62,Model A,82.67,470000,Nov-20,Whampoa,1.3110963,103.8517432
23,67,Model A,90.58,530000,Nov-20,Whampoa,1.313266,103.873481
36,68,Model A,95.17,685000,Oct-21,Whampoa,1.3150044,103.8605316
29,62,Model A,81.75,515000,Oct-21,Whampoa,1.3110963,103.8517432
29,67,Model A,95.17,548888,Oct-21,Whampoa,1.3283047,103.8608039
17,59,Improved,50.83,310000,Oct-21,Whampoa,1.3251101,103.8547549
17,68,Premium Apartment,95.25,647000,Oct-21,Whampoa,1.3203346,103.8598175
35,68,Model A,95.33,688000,Sep-21,Whampoa,1.3150044,103.8605316
29,62,Model A,81.83,555000,Sep-21,Whampoa,1.3110963,103.8517432
17,65,Improved,51.92,320000,Sep-21,Whampoa,1.3234434,103.8690181
29,67,Model A,95.25,540000,Sep-21,Whampoa,1.3273304,103.8604103
29,62,Model A,81.92,550000,Aug-21,Whampoa,1.312127,103.8518016
17,62,Model A,81.83,516000,Aug-21,Whampoa,1.3110963,103.8517432
23,62,Model A,81.92,520000,Aug-21,Whampoa,1.3110963,103.8517432
29,67,Model A,95.33,549888,Aug-21,Whampoa,1.3273304,103.8604103
17,68,Improved,57.25,355000,Jul-21,Whampoa,1.3034881,103.8645209
17,67,Model A,95.42,510000,Jul-21,Whampoa,1.3273304,103.8604103
17,67,Model A,95.42,515000,Jul-21,Whampoa,1.3277272,103.8608929
23,70,Premium Apartment,95.08,615000,Jul-21,Whampoa,1.3131343,103.8698693
29,70,Premium Apartment,95,610000,Jul-21,Whampoa,1.3126024,103.8700432
26,62,Model A,82.08,528000,Jun-21,Whampoa,1.312127,103.8518016
23,62,Model A,82.08,490000,Jun-21,Whampoa,1.3110963,103.8517432
26,67,Model A,95.5,520000,Jun-21,Whampoa,1.3273304,103.8604103
26,67,Model A,95.5,540000,Jun-21,Whampoa,1.3273304,103.8604103
17,70,Premium Apartment,95.17,600000,May-21,Whampoa,1.3126024,103.8700432
17,66,Improved,59.17,310000,May-21,Whampoa,1.3247979,103.8578334
20,62,Model A,82.17,548888,Apr-21,Whampoa,1.312127,103.8518016
17,65,Improved,51.25,270000,Apr-21,Whampoa,1.3252261,103.85426
17,62,Model A,82.33,497000,Mar-21,Whampoa,1.312127,103.8518016
29,62,Model A,82.25,496000,Mar-21,Whampoa,1.3110963,103.8517432
17,76,Improved,52.42,336800,Mar-21,Whampoa,1.322333,103.8700432
23,67,Model A,95.75,528000,Mar-21,Whampoa,1.3273304,103.8604103
17,65,Improved,51.92,250000,Mar-21,Whampoa,1.3244305,103.8582094
26,62,Model A,82.42,505000,Feb-21,Whampoa,1.3110963,103.8517432
23,71,Improved,50,400000,Jan-21,Whampoa,1.3187168,103.8632528
23,62,Model A,82.5,480000,Jan-21,Whampoa,1.3110963,103.8517432
17,68,Improved,57.83,330000,Dec-20,Whampoa,1.2951327,103.8551409
17,60,Improved,56.92,325000,Dec-20,Whampoa,1.3052528,103.8629195
17,62,Model A,82.67,470000,Nov-20,Whampoa,1.3110963,103.8517432
23,67,Model A,90.58,530000,Nov-20,Whampoa,1.313266,103.873481
23,70,Model A,94.33,450000,2017-05,Ang Mo Kio,1.3652927,103.8444284
20,70,Model A,94.33,465000,2017-05,Ang Mo Kio,1.3655146,103.8440661
26,70,Model A,94.33,470000,2017-05,Ang Mo Kio,1.3650554,103.8438103
26,70,Model A,94.33,470000,2017-05,Ang Mo Kio,1.3650554,103.8438103
20,70,Model A,94.08,465000,2017-08,Ang Mo Kio,1.365584,103.845157
20,70,Model A,94.08,465000,2017-08,Ang Mo Kio,1.3655146,103.8440661
23,70,Model A,94.08,480000,2017-08,Ang Mo Kio,1.3652927,103.8444284
26,70,Model A,93.83,510000,2017-11,Ang Mo Kio,1.3655146,103.8440661
23,70,Model A,93.75,472000,2017-12,Ang Mo Kio,1.3655146,103.8440661
20,70,Model A,93.5,468000,2018-03,Ang Mo Kio,1.3652927,103.8444284
17,70,Model A,93.5,519000,2018-03,Ang Mo Kio,1.3650554,103.8438103
17,68,New Generation,61.83,310000,2018-04,Ang Mo Kio,1.3735818,103.8581751
20,70,Model A,92.58,400000,2019-02,Ang Mo Kio,1.365584,103.845157
17,70,Model A,92.5,470000,2019-04,Ang Mo Kio,1.3655146,103.8440661
20,70,Model A,92.42,500000,2019-04,Ang Mo Kio,1.3650554,103.8438103
20,70,Model A,91.67,470000,2020-01,Ang Mo Kio,1.365584,103.845157
20,67,Model A,94.92,458888,2020-01,Ang Mo Kio,1.3776837,103.8426804
17,70,Model A,91.67,469000,2020-02,Ang Mo Kio,1.3655146,103.8440661
17,67,Model A,94.83,434000,2020-02,Ang Mo Kio,1.3776837,103.8426804
20,67,Model A,94.75,445000,2020-03,Ang Mo Kio,1.3776837,103.8426804
17,67,Model A,94.75,435000,2020-03,Ang Mo Kio,1.3776837,103.8426804
17,67,Model A,94.67,455000,2020-06,Ang Mo Kio,1.3776837,103.8426804
17,67,Model A,94.58,448000,2020-06,Ang Mo Kio,1.3776837,103.8426804
20,67,Model A,94.5,450000,2020-06,Ang Mo Kio,1.3776837,103.8426804
17,70,Model A,91.08,500000,2020-08,Ang Mo Kio,1.365584,103.845157
20,67,Model A,94.33,472500,2020-08,Ang Mo Kio,1.3776837,103.8426804
20,67,Model A,94.25,470000,2020-09,Ang Mo Kio,1.3776837,103.8426804
23,70,Model A,91,480000,2020-10,Ang Mo Kio,1.3650554,103.8438103
17,68,New Generation,61.5,330000,2017-02,Bedok,1.3348078,103.9276769
17,69,Model A,92.17,488000,2017-03,Bedok,1.325015,103.934526
17,68,New Generation,60.75,260000,2018-05,Bedok,1.3340175,103.925139
17,67,New Generation,58.5,300000,2018-07,Bedok,1.3200234,103.9429035
17,82,New Generation,61.58,360000,2018-10,Bedok,1.3296502,103.9211511
17,62,Model A,90.42,450000,2018-12,Bedok,1.3257543,103.9346514
17,68,New Generation,59.92,295000,2019-03,Bedok,1.3334447,103.9229638
17,69,Model A,90.08,505000,2019-04,Bedok,1.325015,103.934526
17,82,New Generation,57.42,365000,2019-08,Bedok,1.3200234,103.9429035
17,69,Model A,88.83,510000,2020-07,Bedok,1.325015,103.934526
17,68,New Generation,58.25,270000,2020-10,Bedok,1.3334447,103.9229638
36,62,Model A,94.75,540000,2017-05,Bukit Merah,1.282039,103.8296416
29,62,Model A,94.75,550000,2017-05,Bukit Merah,1.281516,103.830022
17,62,Model A,94.67,543000,2017-06,Bukit Merah,1.281516,103.830022
20,69,Model A,94.92,590000,2017-06,Bukit Merah,1.2894484,103.8285321
29,62,Model A,94.58,515000,2017-07,Bukit Merah,1.282039,103.8296416
23,62,Model A,94.58,540000,2017-07,Bukit Merah,1.281516,103.830022
26,69,Model A,94.83,590000,2017-07,Bukit Merah,1.2901025,103.8292566
20,60,Model A,90.42,430000,2017-08,Bukit Merah,1.2827261,103.824674
26,62,Model A,94.5,570000,2017-08,Bukit Merah,1.2822322,103.8293203
29,69,Model A,94.75,577000,2017-08,Bukit Merah,1.2894484,103.8285321
36,68,Premium Apartment,95,595000,2017-08,Bukit Merah,1.2734894,103.8072667
29,62,Model A,94.42,545000,2017-09,Bukit Merah,1.282039,103.8296416
20,69,Model A,94.67,585000,2017-09,Bukit Merah,1.2901796,103.8285321
36,69,Model A,94.67,590000,2017-09,Bukit Merah,1.2901796,103.8285321
35,69,Model A,94.67,612000,2017-09,Bukit Merah,1.2901796,103.8285321
17,60,Model A,90.17,508000,2017-10,Bukit Merah,1.2830701,103.8260692
23,60,Model A,90.25,545000,2017-10,Bukit Merah,1.2827261,103.824674
23,62,Model A,94.33,550000,2017-10,Bukit Merah,1.2822322,103.8293203
20,68,Premium Apartment,94.83,575000,2017-10,Bukit Merah,1.2734894,103.8072667
23,68,Premium Apartment,94.83,578800,2017-10,Bukit Merah,1.2734894,103.8072667
35,69,Model A,94.58,580000,2017-10,Bukit Merah,1.2901796,103.8285321
41,62,Model A,94.33,590000,2017-10,Bukit Merah,1.282039,103.8296416
29,69,Model A,94.58,598000,2017-10,Bukit Merah,1.2901025,103.8292566
29,62,Model A,94.25,553000,2017-11,Bukit Merah,1.282039,103.8296416
35,62,Model A,94.25,585000,2017-11,Bukit Merah,1.281516,103.830022
26,68,Premium Apartment,94.75,585000,2017-11,Bukit Merah,1.2734894,103.8072667
29,68,Premium Apartment,94.75,585000,2017-11,Bukit Merah,1.2734894,103.8072667
20,69,Model A,94.5,605000,2017-11,Bukit Merah,1.2901025,103.8292566
17,65,Improved,54.58,365000,2017-12,Bukit Merah,1.2836829,103.8240354
17,65,Improved,64.08,360000,2017-12,Bukit Merah,1.2835678,103.8208789
26,60,Model A,84.08,522000,2017-12,Bukit Merah,1.2746874,103.8404881
17,60,Model A,90.08,495000,2017-12,Bukit Merah,1.2830191,103.8254576
26,62,Model A,94.17,545000,2017-12,Bukit Merah,1.282039,103.8296416
26,60,Model A,83.92,520000,2018-01,Bukit Merah,1.2743997,103.8396276
29,60,Model A,90,538000,2018-01,Bukit Merah,1.2827261,103.824674
20,60,Model A,89.83,445000,2018-02,Bukit Merah,1.2830701,103.8260692
36,62,Model A,94.08,545000,2018-02,Bukit Merah,1.2822322,103.8293203
17,68,Premium Apartment,94.67,565000,2018-02,Bukit Merah,1.2734894,103.8072667
36,68,Premium Apartment,94.42,590000,2018-03,Bukit Merah,1.2734894,103.8072667
17,60,Model A,83.75,495000,2018-04,Bukit Merah,1.2743997,103.8396276
26,69,Model A,94.08,593000,2018-04,Bukit Merah,1.2901796,103.8285321
38,62,Model A,93.83,615000,2018-04,Bukit Merah,1.281516,103.830022
20,65,Improved,54.25,335000,2018-05,Bukit Merah,1.2836829,103.8240354
17,60,Model A,83.67,503800,2018-05,Bukit Merah,1.2744703,103.8400805
17,62,Model A,93.75,538000,2018-05,Bukit Merah,1.2822322,103.8293203
17,67,Premium Apartment,94.33,600000,2018-05,Bukit Merah,1.2740923,103.8074939
36,68,Premium Apartment,94.33,600000,2018-05,Bukit Merah,1.2734894,103.8072667
17,69,Model A,94,410000,2018-06,Bukit Merah,1.2901637,103.8281018
17,60,Model A,89.67,510000,2018-06,Bukit Merah,1.2830191,103.8254576
38,68,Premium Apartment,94.25,620000,2018-06,Bukit Merah,1.2734894,103.8072667
17,65,Improved,63.58,340000,2018-07,Bukit Merah,1.2835678,103.8208789
20,65,Improved,54.08,352000,2018-07,Bukit Merah,1.2836829,103.8240354
17,76,Improved,54,378000,2018-07,Bukit Merah,1.2826858,103.8233525
23,62,Model A,93.58,512000,2018-07,Bukit Merah,1.281516,103.830022
20,69,Model A,93.92,593000,2018-07,Bukit Merah,1.2894484,103.8285321
35,69,Model A,93.83,618000,2018-07,Bukit Merah,1.2892981,103.8292566
20,65,Improved,55.42,340000,2018-08,Bukit Merah,1.2901396,103.8225544
23,69,Model A,93.83,585000,2018-08,Bukit Merah,1.2892981,103.8292566
17,64,Standard,49.83,373000,2018-09,Bukit Merah,1.288844,103.8287358
17,60,Model A,89.33,498000,2018-09,Bukit Merah,1.2824471,103.825505
17,65,Improved,53.75,327000,2018-10,Bukit Merah,1.2826858,103.8233525
29,60,Model A,89.25,538000,2018-10,Bukit Merah,1.2830191,103.8254576
23,69,Model A,93.58,600000,2018-10,Bukit Merah,1.2901025,103.8292566
17,65,Improved,53.67,328000,2018-11,Bukit Merah,1.2836829,103.8240354
17,65,Improved,53.75,330000,2018-11,Bukit Merah,1.2826858,103.8233525
20,60,Model A,83.17,515000,2018-11,Bukit Merah,1.2739211,103.8402617
17,62,Model A,93.25,532000,2018-11,Bukit Merah,1.281516,103.830022
17,67,Premium Apartment,93.75,618000,2018-11,Bukit Merah,1.2740923,103.8074939
20,69,Model A,93.42,590000,2019-01,Bukit Merah,1.2901025,103.8292566
17,67,Premium Apartment,93.58,610000,2019-01,Bukit Merah,1.2740923,103.8074939
23,65,Improved,55,370000,2019-02,Bukit Merah,1.2901396,103.8225544
26,60,Model A,82.83,525000,2019-02,Bukit Merah,1.2738709,103.8394238
36,68,Premium Apartment,93.5,620000,2019-02,Bukit Merah,1.2734894,103.8072667
17,65,Improved,62.92,355000,2019-03,Bukit Merah,1.2835678,103.8208789
17,60,Model A,82.83,500000,2019-04,Bukit Merah,1.2744703,103.8400805
29,62,Model A,92.83,528000,2019-04,Bukit Merah,1.281516,103.830022
23,65,Improved,54.75,370000,2019-05,Bukit Merah,1.2901396,103.8225544
17,60,Model A,88.58,510000,2019-05,Bukit Merah,1.2830701,103.8260692
23,68,Premium Apartment,93.25,595000,2019-05,Bukit Merah,1.2734894,103.8072667
35,62,Model A,92.67,535000,2019-06,Bukit Merah,1.2822322,103.8293203
35,69,Model A,92.92,640000,2019-06,Bukit Merah,1.2892981,103.8292566
23,60,Model A,82.42,508000,2019-07,Bukit Merah,1.2758904,103.8390656
23,60,Model A,82.42,540000,2019-07,Bukit Merah,1.2738709,103.8394238
17,65,Improved,52.92,310000,2019-08,Bukit Merah,1.2848284,103.8244801
20,65,Improved,52.92,330000,2019-08,Bukit Merah,1.2826858,103.8233525
23,60,Model A,88.42,550000,2019-08,Bukit Merah,1.2824471,103.825505
35,62,Model A,92.5,598000,2019-08,Bukit Merah,1.281516,103.830022
20,65,Improved,54.42,350000,2019-09,Bukit Merah,1.2901396,103.8225544
20,60,Model A,88.33,450000,2019-09,Bukit Merah,1.2824471,103.825505
20,60,Model A,82.25,538000,2019-09,Bukit Merah,1.2753258,103.8392229
