block,street name,storey,floor area (sqm),flat model,lease commence year,remaining lease (yr),resale price ($),resale registration date,rank town,flat type
7,JLN BATU,07 TO 09,48,Standard,1970,5,222000,2019-04,0.0573088,2 ROOM
28,JLN BAHAGIA,04 TO 06,56,Standard,1971,5,200000,2019-04,0.0573088,3 ROOM
27,JLN BAHAGIA,01 TO 03,53,Standard,1970,5,202000,2019-04,0.0573088,3 ROOM
28,JLN BAHAGIA,04 TO 06,56,Standard,1971,5,215000,2019-04,0.0573088,3 ROOM
34,JLN BAHAGIA,04 TO 06,56,Standard,1970,5,225000,2019-04,0.0573088,3 ROOM
23,BENDEMEER RD,01 TO 03,68,Improved,1972,5.08,250000,2019-04,0.0573088,3 ROOM
82,WHAMPOA DR,10 TO 12,66,Improved,1974,5.33,272888,2019-04,0.0573088,3 ROOM
98,WHAMPOA DR,16 TO 18,65,Improved,1974,5.25,277500,2019-04,0.0573088,3 ROOM
2,ST. GEORGE'S RD,13 TO 15,59,Improved,1976,5.5,280000,2019-04,0.0573088,3 ROOM
47,BENDEMEER RD,07 TO 09,73,Improved,1974,5.33,290000,2019-04,0.0573088,3 ROOM
34,WHAMPOA WEST,07 TO 09,68,Improved,1972,5.08,300000,2019-04,0.0573088,3 ROOM
11,UPP BOON KENG RD,04 TO 06,65,Improved,1974,5.25,300000,2019-04,0.0573088,3 ROOM
3,JLN BATU,04 TO 06,60,Standard,1969,4.67,308000,2019-04,0.0573088,3 ROOM
20,ST. GEORGE'S RD,01 TO 03,67,New Generation,1984,6.33,309000,2019-04,0.0573088,3 ROOM
14,ST. GEORGE'S RD,01 TO 03,67,New Generation,1984,6.33,320000,2019-04,0.0573088,3 ROOM
65,KALLANG BAHRU,10 TO 12,65,Improved,1981,6,328000,2019-04,0.0573088,3 ROOM
43,BENDEMEER RD,01 TO 03,75,Standard,1981,6,335000,2019-04,0.0573088,3 ROOM
72,GEYLANG BAHRU,07 TO 09,70,Improved,1974,5.33,345000,2019-04,0.0573088,3 ROOM
16,UPP BOON KENG RD,16 TO 18,65,Improved,1975,5.33,345000,2019-04,0.0573088,3 ROOM
5,ST. GEORGE'S LANE,07 TO 09,68,New Generation,1981,6.08,350000,2019-04,0.0573088,3 ROOM
14,ST. GEORGE'S RD,07 TO 09,67,New Generation,1984,6.33,350000,2019-04,0.0573088,3 ROOM
14,ST. GEORGE'S RD,07 TO 09,67,New Generation,1984,6.33,353000,2019-04,0.0573088,3 ROOM
14,ST. GEORGE'S RD,07 TO 09,67,New Generation,1984,6.33,356500,2019-04,0.0573088,3 ROOM
93,GEYLANG BAHRU,07 TO 09,68,New Generation,1979,5.67,360000,2019-04,0.0573088,3 ROOM
462,CRAWFORD LANE,04 TO 06,60,Improved,1981,6.08,365000,2019-04,0.0573088,3 ROOM
806,KING GEORGE'S AVE,04 TO 06,68,Improved,1981,6.08,385000,2019-04,0.0573088,3 ROOM
38D,BENDEMEER RD,13 TO 15,69,Model A,2012,9.17,494000,2019-04,0.0573088,3 ROOM
46,JLN BAHAGIA,01 TO 03,92,Terrace,1972,5.17,750000,2019-04,0.0573088,3 ROOM
53,JLN MA'MOR,01 TO 03,119,Terrace,1972,5.17,800000,2019-04,0.0573088,3 ROOM
49,WHAMPOA STH,10 TO 12,87,Improved,1974,5.33,360000,2019-04,0.0573088,4 ROOM
17,JLN TENTERAM,07 TO 09,75,Model A,2001,8.08,425000,2019-04,0.0573088,4 ROOM
101,JLN RAJAH,04 TO 06,94,New Generation,1980,6,428000,2019-04,0.0573088,4 ROOM
26,BENDEMEER RD,07 TO 09,83,Improved,1972,5.08,455000,2019-04,0.0573088,4 ROOM
17,BEACH RD,04 TO 06,77,Improved,1975,5.33,460000,2019-04,0.0573088,4 ROOM
14,ST. GEORGE'S RD,07 TO 09,93,New Generation,1984,6.33,470000,2019-04,0.0573088,4 ROOM
681,RACE COURSE RD,01 TO 03,103,Model A,1986,6.5,510000,2019-04,0.0573088,4 ROOM
111,MCNAIR RD,10 TO 12,84,Simplified,1987,6.58,515000,2019-04,0.0573088,4 ROOM
13,FARRER PK RD,01 TO 03,90,Model A,2004,8.33,530000,2019-04,0.0573088,4 ROOM
684,RACE COURSE RD,13 TO 15,103,Model A,1986,6.42,555000,2019-04,0.0573088,4 ROOM
13,FARRER PK RD,10 TO 12,90,Model A,2004,8.33,636888,2019-04,0.0573088,4 ROOM
38B,BENDEMEER RD,07 TO 09,89,Model A,2012,9.17,670000,2019-04,0.0573088,4 ROOM
816,JELLICOE RD,16 TO 18,85,Model A,2003,8.17,670000,2019-04,0.0573088,4 ROOM
816,JELLICOE RD,16 TO 18,85,Model A,2003,8.25,678000,2019-04,0.0573088,4 ROOM
8,BOON KENG RD,34 TO 36,94,DBSS,2011,9,865000,2019-04,0.0573088,4 ROOM
8,BOON KENG RD,34 TO 36,95,DBSS,2011,9,880000,2019-04,0.0573088,4 ROOM
13,ST. GEORGE'S RD,07 TO 09,120,Improved,1985,6.42,615000,2019-04,0.0573088,5 ROOM
13,ST. GEORGE'S RD,13 TO 15,120,Improved,1985,6.42,625000,2019-04,0.0573088,5 ROOM
59C,GEYLANG BAHRU,10 TO 12,120,Improved,1998,7.67,730000,2019-04,0.0573088,5 ROOM
10,JLN BATU,07 TO 09,131,Improved,1986,6.42,750000,2019-04,0.0573088,5 ROOM
14A,UPP BOON KENG RD,16 TO 18,123,Improved,1999,7.75,815000,2019-04,0.0573088,5 ROOM
9,BOON KENG RD,07 TO 09,109,DBSS,2011,9,851000,2019-04,0.0573088,5 ROOM
2B,UPP BOON KENG RD,28 TO 30,110,Improved,2006,8.5,860000,2019-04,0.0573088,5 ROOM
8,BOON KENG RD,25 TO 27,109,DBSS,2011,9,975000,2019-04,0.0573088,5 ROOM
