block,street name,storey,floor area (sqm),flat model,lease commence year,remaining lease (yr),resale price ($),resale registration date,rank town,flat type
441B,FERNVALE RD,13 TO 15,50,Model A,2012,9.08,206000,2019-04,0.0573088,2 ROOM
450B,SENGKANG WEST WAY,13 TO 15,46,Model A,2014,9.33,238000,2019-04,0.0573088,2 ROOM
430C,FERNVALE LINK,01 TO 03,67,Model A,2015,9.42,280000,2019-04,0.0573088,3 ROOM
430C,FERNVALE LINK,01 TO 03,67,Model A,2015,9.42,300000,2019-04,0.0573088,3 ROOM
281A,SENGKANG EAST AVE,10 TO 12,67,Premium Apartment,2015,9.42,390000,2019-04,0.0573088,3 ROOM
317C,ANCHORVALE RD,01 TO 03,92,Premium Apartment,2003,8.17,332000,2019-04,0.0573088,4 ROOM
185C,RIVERVALE CRES,10 TO 12,85,Model A2,2000,8,335000,2019-04,0.0573088,4 ROOM
194,RIVERVALE DR,04 TO 06,92,Model A,2001,8.08,340000,2019-04,0.0573088,4 ROOM
180C,RIVERVALE CRES,01 TO 03,93,Model A,2015,9.33,345000,2019-04,0.0573088,4 ROOM
148,RIVERVALE CRES,04 TO 06,100,Model A,1999,7.75,347000,2019-04,0.0573088,4 ROOM
290C,COMPASSVALE CRES,01 TO 03,90,Model A,2001,8.08,350000,2019-04,0.0573088,4 ROOM
201C,COMPASSVALE DR,01 TO 03,90,Model A,2001,8.08,350000,2019-04,0.0573088,4 ROOM
292B,COMPASSVALE ST,07 TO 09,90,Model A,2002,8.08,350000,2019-04,0.0573088,4 ROOM
156,RIVERVALE CRES,04 TO 06,90,Model A,2005,8.42,350000,2019-04,0.0573088,4 ROOM
150,RIVERVALE CRES,04 TO 06,90,Model A,2005,8.42,355000,2019-04,0.0573088,4 ROOM
305C,ANCHORVALE LINK,13 TO 15,90,Model A,2001,8.08,358000,2019-04,0.0573088,4 ROOM
296A,COMPASSVALE CRES,07 TO 09,90,Model A,2002,8.08,358000,2019-04,0.0573088,4 ROOM
292B,COMPASSVALE ST,13 TO 15,90,Model A,2002,8.08,360000,2019-04,0.0573088,4 ROOM
201C,COMPASSVALE DR,01 TO 03,90,Model A,2001,8.08,365000,2019-04,0.0573088,4 ROOM
178C,RIVERVALE CRES,04 TO 06,93,Model A,2015,9.33,372000,2019-04,0.0573088,4 ROOM
203C,COMPASSVALE RD,07 TO 09,90,Model A,2001,8,380000,2019-04,0.0573088,4 ROOM
231,COMPASSVALE WALK,04 TO 06,101,Model A,1999,7.75,380000,2019-04,0.0573088,4 ROOM
178D,RIVERVALE CRES,13 TO 15,93,Model A,2015,9.42,380000,2019-04,0.0573088,4 ROOM
314B,ANCHORVALE LINK,04 TO 06,92,Premium Apartment,2003,8.25,380888,2019-04,0.0573088,4 ROOM
324A,SENGKANG EAST WAY,07 TO 09,85,Model A2,2003,8.17,385000,2019-04,0.0573088,4 ROOM
233,COMPASSVALE WALK,07 TO 09,100,Model A,1999,7.75,385000,2019-04,0.0573088,4 ROOM
178D,RIVERVALE CRES,13 TO 15,93,Model A,2015,9.42,385000,2019-04,0.0573088,4 ROOM
178B,RIVERVALE CRES,13 TO 15,93,Model A,2015,9.33,388000,2019-04,0.0573088,4 ROOM
141,RIVERVALE ST,13 TO 15,101,Model A,1999,7.75,388000,2019-04,0.0573088,4 ROOM
439C,SENGKANG WEST AVE,04 TO 06,94,Model A,2011,9,388000,2019-04,0.0573088,4 ROOM
450A,SENGKANG WEST WAY,07 TO 09,92,Model A,2014,9.33,388000,2019-04,0.0573088,4 ROOM
178A,RIVERVALE CRES,10 TO 12,93,Model A,2015,9.42,390000,2019-04,0.0573088,4 ROOM
180C,RIVERVALE CRES,16 TO 18,93,Model A,2015,9.42,393000,2019-04,0.0573088,4 ROOM
438B,SENGKANG WEST AVE,13 TO 15,94,Model A,2011,9,395000,2019-04,0.0573088,4 ROOM
435C,FERNVALE RD,04 TO 06,94,Premium Apartment,2013,9.25,395000,2019-04,0.0573088,4 ROOM
413B,FERNVALE LINK,10 TO 12,95,Premium Apartment,2004,8.25,396000,2019-04,0.0573088,4 ROOM
211A,COMPASSVALE LANE,07 TO 09,93,Model A,2013,9.17,400000,2019-04,0.0573088,4 ROOM
178B,RIVERVALE CRES,16 TO 18,93,Model A,2015,9.33,400000,2019-04,0.0573088,4 ROOM
180C,RIVERVALE CRES,10 TO 12,93,Model A,2015,9.33,400000,2019-04,0.0573088,4 ROOM
180C,RIVERVALE CRES,16 TO 18,93,Model A,2015,9.33,400000,2019-04,0.0573088,4 ROOM
441A,FERNVALE RD,07 TO 09,93,Model A,2012,9.08,405000,2019-04,0.0573088,4 ROOM
443B,FERNVALE RD,10 TO 12,94,Model A,2012,9.17,405000,2019-04,0.0573088,4 ROOM
201C,COMPASSVALE DR,07 TO 09,90,Model A,2001,8.08,408000,2019-04,0.0573088,4 ROOM
277C,COMPASSVALE LINK,04 TO 06,92,Premium Apartment,2009,8.75,410000,2019-04,0.0573088,4 ROOM
212B,COMPASSVALE DR,10 TO 12,95,Premium Apartment,2012,9.17,415000,2019-04,0.0573088,4 ROOM
201A,COMPASSVALE DR,10 TO 12,90,Model A,2001,8.08,416888,2019-04,0.0573088,4 ROOM
452B,SENGKANG WEST WAY,07 TO 09,92,Model A,2015,9.42,418000,2019-04,0.0573088,4 ROOM
430A,FERNVALE LINK,16 TO 18,92,Model A,2015,9.42,420000,2019-04,0.0573088,4 ROOM
180C,RIVERVALE CRES,16 TO 18,93,Model A,2015,9.33,420000,2019-04,0.0573088,4 ROOM
451B,SENGKANG WEST WAY,16 TO 18,92,Model A,2015,9.42,420000,2019-04,0.0573088,4 ROOM
266B,COMPASSVALE BOW,01 TO 03,92,Premium Apartment,2007,8.58,425000,2019-04,0.0573088,4 ROOM
223D,COMPASSVALE WALK,13 TO 15,102,Model A,1999,7.75,425000,2019-04,0.0573088,4 ROOM
450A,SENGKANG WEST WAY,16 TO 18,92,Model A,2014,9.33,430000,2019-04,0.0573088,4 ROOM
435A,FERNVALE RD,10 TO 12,94,Premium Apartment,2013,9.25,430000,2019-04,0.0573088,4 ROOM
448A,SENGKANG WEST WAY,19 TO 21,92,Model A,2014,9.33,430000,2019-04,0.0573088,4 ROOM
435A,FERNVALE RD,07 TO 09,94,Premium Apartment,2013,9.25,435000,2019-04,0.0573088,4 ROOM
446B,JLN KAYU,16 TO 18,93,Model A,2013,9.25,439000,2019-04,0.0573088,4 ROOM
410B,FERNVALE RD,19 TO 21,96,Premium Apartment,2012,9.17,440000,2019-04,0.0573088,4 ROOM
332C,ANCHORVALE LINK,01 TO 03,92,Model A,2015,9.42,443888,2019-04,0.0573088,4 ROOM
446C,JLN KAYU,22 TO 24,93,Model A,2013,9.25,445000,2019-04,0.0573088,4 ROOM
446C,JLN KAYU,22 TO 24,93,Model A,2013,9.25,450000,2019-04,0.0573088,4 ROOM
327B,ANCHORVALE RD,10 TO 12,92,Premium Apartment,2015,9.42,460000,2019-04,0.0573088,4 ROOM
445A,FERNVALE RD,22 TO 24,94,Model A,2012,9.17,460000,2019-04,0.0573088,4 ROOM
332A,ANCHORVALE LINK,10 TO 12,92,Model A,2015,9.42,460000,2019-04,0.0573088,4 ROOM
332B,ANCHORVALE LINK,10 TO 12,92,Model A,2015,9.42,460000,2019-04,0.0573088,4 ROOM
277D,COMPASSVALE LINK,10 TO 12,90,Premium Apartment,2009,8.75,460000,2019-04,0.0573088,4 ROOM
