block,street name,storey,floor area (sqm),flat model,lease commence year,remaining lease (yr),resale price ($),resale registration date,rank town,flat type
341,BT BATOK ST 34,04 TO 06,73,Model A,1986,6.67,243000,2017-04,0.0901673,3 ROOM
259,BT BATOK EAST AVE 4,04 TO 06,69,New Generation,1985,6.58,255000,2017-04,0.0901673,3 ROOM
425,BT BATOK WEST AVE 2,01 TO 03,64,Simplified,1987,6.75,258000,2017-04,0.0901673,3 ROOM
321,BT BATOK ST 33,07 TO 09,68,New Generation,1986,6.58,260000,2017-04,0.0901673,3 ROOM
536,BT BATOK ST 52,10 TO 12,73,Model A,1986,6.67,260000,2017-04,0.0901673,3 ROOM
413,BT BATOK WEST AVE 4,04 TO 06,64,Simplified,1987,6.75,260000,2017-04,0.0901673,3 ROOM
267,BT BATOK EAST AVE 4,10 TO 12,64,Simplified,1987,6.67,265000,2017-04,0.0901673,3 ROOM
182,BT BATOK WEST AVE 8,04 TO 06,67,New Generation,1984,6.5,265000,2017-04,0.0901673,3 ROOM
231,BT BATOK EAST AVE 5,01 TO 03,67,New Generation,1985,6.58,268000,2017-04,0.0901673,3 ROOM
359,BT BATOK ST 31,01 TO 03,64,Simplified,1988,7,268000,2017-04,0.0901673,3 ROOM
316,BT BATOK ST 32,01 TO 03,68,New Generation,1986,6.58,270000,2017-04,0.0901673,3 ROOM
180,BT BATOK WEST AVE 8,07 TO 09,67,New Generation,1984,6.5,270000,2017-04,0.0901673,3 ROOM
230,BT BATOK EAST AVE 3,04 TO 06,67,New Generation,1985,6.58,274000,2017-04,0.0901673,3 ROOM
260,BT BATOK EAST AVE 4,04 TO 06,73,Model A,1985,6.58,278000,2017-04,0.0901673,3 ROOM
345,BT BATOK ST 34,04 TO 06,73,Model A,1987,6.67,278000,2017-04,0.0901673,3 ROOM
226,BT BATOK CTRL,04 TO 06,67,New Generation,1984,6.5,280000,2017-04,0.0901673,3 ROOM
180,BT BATOK WEST AVE 8,04 TO 06,67,New Generation,1984,6.5,280000,2017-04,0.0901673,3 ROOM
321,BT BATOK ST 33,10 TO 12,68,New Generation,1986,6.58,280000,2017-04,0.0901673,3 ROOM
501,BT BATOK ST 52,04 TO 06,64,Simplified,1986,6.67,280000,2017-04,0.0901673,3 ROOM
129,BT BATOK WEST AVE 6,01 TO 03,73,Model A,1984,6.5,288000,2017-04,0.0901673,3 ROOM
233,BT BATOK EAST AVE 5,01 TO 03,67,New Generation,1985,6.58,290000,2017-04,0.0901673,3 ROOM
241,BT BATOK EAST AVE 5,01 TO 03,71,New Generation,1985,6.58,290000,2017-04,0.0901673,3 ROOM
145,BT BATOK ST 11,04 TO 06,82,New Generation,1984,6.5,290000,2017-04,0.0901673,3 ROOM
411,BT BATOK WEST AVE 4,07 TO 09,73,Model A,1986,6.58,290000,2017-04,0.0901673,3 ROOM
109,BT BATOK WEST AVE 6,07 TO 09,70,Improved,1985,6.5,290000,2017-04,0.0901673,3 ROOM
227,BT BATOK CTRL,13 TO 15,67,New Generation,1985,6.5,296000,2017-04,0.0901673,3 ROOM
231,BT BATOK EAST AVE 5,10 TO 12,67,New Generation,1985,6.58,303000,2017-04,0.0901673,3 ROOM
367,BT BATOK ST 31,10 TO 12,68,New Generation,1987,6.75,308000,2017-04,0.0901673,3 ROOM
